image_path,original_class,focusdrive_class,class_name,image_name
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_29474.jpg,c4,1,Distracted,img_29474.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_6084.jpg,c9,1,Distracted,img_6084.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_96238.jpg,c4,1,Distracted,img_96238.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_22842.jpg,c9,1,Distracted,img_22842.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_26934.jpg,c6,1,Distracted,img_26934.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_12186.jpg,c1,1,Distracted,img_12186.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_20966.jpg,c0,0,Attentive,img_20966.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_4647.jpg,c3,1,Distracted,img_4647.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_8943.jpg,c1,1,Distracted,img_8943.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_89491.jpg,c5,1,Distracted,img_89491.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_93998.jpg,c2,1,Distracted,img_93998.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_25191.jpg,c9,1,Distracted,img_25191.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_94677.jpg,c2,1,Distracted,img_94677.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_81520.jpg,c9,1,Distracted,img_81520.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_30369.jpg,c3,1,Distracted,img_30369.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_69730.jpg,c8,1,Distracted,img_69730.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_71487.jpg,c4,1,Distracted,img_71487.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_58620.jpg,c9,1,Distracted,img_58620.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_53310.jpg,c3,1,Distracted,img_53310.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_45097.jpg,c5,1,Distracted,img_45097.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_38106.jpg,c9,1,Distracted,img_38106.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_0.jpg,c6,1,Distracted,img_0.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_27207.jpg,c6,1,Distracted,img_27207.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_15215.jpg,c6,1,Distracted,img_15215.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_26701.jpg,c0,0,Attentive,img_26701.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_33825.jpg,c3,1,Distracted,img_33825.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_70232.jpg,c5,1,Distracted,img_70232.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_24147.jpg,c5,1,Distracted,img_24147.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_12163.jpg,c7,1,Distracted,img_12163.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_24175.jpg,c3,1,Distracted,img_24175.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_39317.jpg,c9,1,Distracted,img_39317.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_68394.jpg,c7,1,Distracted,img_68394.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_85210.jpg,c1,1,Distracted,img_85210.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_38288.jpg,c0,0,Attentive,img_38288.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_12868.jpg,c0,0,Attentive,img_12868.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_41717.jpg,c4,1,Distracted,img_41717.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_96099.jpg,c9,1,Distracted,img_96099.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_3326.jpg,c0,0,Attentive,img_3326.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_50052.jpg,c0,0,Attentive,img_50052.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_51918.jpg,c0,0,Attentive,img_51918.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_27476.jpg,c2,1,Distracted,img_27476.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_18004.jpg,c3,1,Distracted,img_18004.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_97649.jpg,c6,1,Distracted,img_97649.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_56869.jpg,c1,1,Distracted,img_56869.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_79669.jpg,c5,1,Distracted,img_79669.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_46383.jpg,c9,1,Distracted,img_46383.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_67609.jpg,c0,0,Attentive,img_67609.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_26896.jpg,c8,1,Distracted,img_26896.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_31449.jpg,c5,1,Distracted,img_31449.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_100423.jpg,c3,1,Distracted,img_100423.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_90310.jpg,c2,1,Distracted,img_90310.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_72497.jpg,c3,1,Distracted,img_72497.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_20837.jpg,c2,1,Distracted,img_20837.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_14508.jpg,c2,1,Distracted,img_14508.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_66908.jpg,c7,1,Distracted,img_66908.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_56611.jpg,c4,1,Distracted,img_56611.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_35983.jpg,c4,1,Distracted,img_35983.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_32382.jpg,c1,1,Distracted,img_32382.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_29110.jpg,c5,1,Distracted,img_29110.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_30791.jpg,c3,1,Distracted,img_30791.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_63140.jpg,c0,0,Attentive,img_63140.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_58022.jpg,c0,0,Attentive,img_58022.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_13174.jpg,c7,1,Distracted,img_13174.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_17273.jpg,c8,1,Distracted,img_17273.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_54867.jpg,c1,1,Distracted,img_54867.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_52325.jpg,c4,1,Distracted,img_52325.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_9783.jpg,c6,1,Distracted,img_9783.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_50559.jpg,c9,1,Distracted,img_50559.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_55852.jpg,c6,1,Distracted,img_55852.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_76585.jpg,c6,1,Distracted,img_76585.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_14576.jpg,c6,1,Distracted,img_14576.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_1182.jpg,c1,1,Distracted,img_1182.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_5465.jpg,c2,1,Distracted,img_5465.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_24563.jpg,c3,1,Distracted,img_24563.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_2813.jpg,c0,0,Attentive,img_2813.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_78424.jpg,c5,1,Distracted,img_78424.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_44693.jpg,c7,1,Distracted,img_44693.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_30264.jpg,c4,1,Distracted,img_30264.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_38980.jpg,c8,1,Distracted,img_38980.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_38453.jpg,c9,1,Distracted,img_38453.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_13229.jpg,c7,1,Distracted,img_13229.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_74644.jpg,c6,1,Distracted,img_74644.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_75985.jpg,c5,1,Distracted,img_75985.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_76395.jpg,c4,1,Distracted,img_76395.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_96349.jpg,c1,1,Distracted,img_96349.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_95967.jpg,c1,1,Distracted,img_95967.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_53623.jpg,c3,1,Distracted,img_53623.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_7344.jpg,c7,1,Distracted,img_7344.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_97831.jpg,c4,1,Distracted,img_97831.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_89257.jpg,c3,1,Distracted,img_89257.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_70830.jpg,c2,1,Distracted,img_70830.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_54492.jpg,c8,1,Distracted,img_54492.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_68403.jpg,c2,1,Distracted,img_68403.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_25795.jpg,c7,1,Distracted,img_25795.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_84394.jpg,c5,1,Distracted,img_84394.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_54803.jpg,c8,1,Distracted,img_54803.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_97749.jpg,c9,1,Distracted,img_97749.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_22153.jpg,c8,1,Distracted,img_22153.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_56373.jpg,c6,1,Distracted,img_56373.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_95579.jpg,c3,1,Distracted,img_95579.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_47847.jpg,c0,0,Attentive,img_47847.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_79904.jpg,c4,1,Distracted,img_79904.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_95524.jpg,c6,1,Distracted,img_95524.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_19160.jpg,c9,1,Distracted,img_19160.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_78126.jpg,c9,1,Distracted,img_78126.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_42058.jpg,c6,1,Distracted,img_42058.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_49636.jpg,c6,1,Distracted,img_49636.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_45932.jpg,c0,0,Attentive,img_45932.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_3420.jpg,c0,0,Attentive,img_3420.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_85321.jpg,c7,1,Distracted,img_85321.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_99342.jpg,c0,0,Attentive,img_99342.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_20122.jpg,c2,1,Distracted,img_20122.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_57439.jpg,c3,1,Distracted,img_57439.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_41128.jpg,c0,0,Attentive,img_41128.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_72482.jpg,c7,1,Distracted,img_72482.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_24069.jpg,c3,1,Distracted,img_24069.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_83554.jpg,c6,1,Distracted,img_83554.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_97152.jpg,c5,1,Distracted,img_97152.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_3345.jpg,c4,1,Distracted,img_3345.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_22870.jpg,c6,1,Distracted,img_22870.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_34235.jpg,c8,1,Distracted,img_34235.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_32135.jpg,c6,1,Distracted,img_32135.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_63802.jpg,c0,0,Attentive,img_63802.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_57028.jpg,c2,1,Distracted,img_57028.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_24035.jpg,c6,1,Distracted,img_24035.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_94674.jpg,c0,0,Attentive,img_94674.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_86663.jpg,c9,1,Distracted,img_86663.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_97273.jpg,c5,1,Distracted,img_97273.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_32885.jpg,c4,1,Distracted,img_32885.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_20788.jpg,c8,1,Distracted,img_20788.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_21284.jpg,c6,1,Distracted,img_21284.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_40621.jpg,c5,1,Distracted,img_40621.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_56111.jpg,c8,1,Distracted,img_56111.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_90764.jpg,c0,0,Attentive,img_90764.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_52453.jpg,c3,1,Distracted,img_52453.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_76663.jpg,c8,1,Distracted,img_76663.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_95225.jpg,c1,1,Distracted,img_95225.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_93978.jpg,c1,1,Distracted,img_93978.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_95970.jpg,c1,1,Distracted,img_95970.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_83000.jpg,c0,0,Attentive,img_83000.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_10838.jpg,c1,1,Distracted,img_10838.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_74802.jpg,c7,1,Distracted,img_74802.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_38022.jpg,c7,1,Distracted,img_38022.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_76580.jpg,c1,1,Distracted,img_76580.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_5783.jpg,c6,1,Distracted,img_5783.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_27923.jpg,c5,1,Distracted,img_27923.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_55957.jpg,c8,1,Distracted,img_55957.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_33064.jpg,c9,1,Distracted,img_33064.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_96245.jpg,c2,1,Distracted,img_96245.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_61976.jpg,c4,1,Distracted,img_61976.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_27390.jpg,c1,1,Distracted,img_27390.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_52279.jpg,c6,1,Distracted,img_52279.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_39469.jpg,c8,1,Distracted,img_39469.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_88381.jpg,c1,1,Distracted,img_88381.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_64039.jpg,c3,1,Distracted,img_64039.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_16872.jpg,c8,1,Distracted,img_16872.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_2631.jpg,c3,1,Distracted,img_2631.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_92857.jpg,c3,1,Distracted,img_92857.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_66836.jpg,c0,0,Attentive,img_66836.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_57611.jpg,c8,1,Distracted,img_57611.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_41710.jpg,c6,1,Distracted,img_41710.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_31875.jpg,c2,1,Distracted,img_31875.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_14483.jpg,c9,1,Distracted,img_14483.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_50282.jpg,c8,1,Distracted,img_50282.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_29054.jpg,c6,1,Distracted,img_29054.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_4253.jpg,c2,1,Distracted,img_4253.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_51989.jpg,c2,1,Distracted,img_51989.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_81443.jpg,c7,1,Distracted,img_81443.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_60334.jpg,c9,1,Distracted,img_60334.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_32982.jpg,c4,1,Distracted,img_32982.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_75139.jpg,c2,1,Distracted,img_75139.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_90327.jpg,c0,0,Attentive,img_90327.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_93552.jpg,c8,1,Distracted,img_93552.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_68393.jpg,c7,1,Distracted,img_68393.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_68766.jpg,c0,0,Attentive,img_68766.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_68244.jpg,c7,1,Distracted,img_68244.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_11103.jpg,c8,1,Distracted,img_11103.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_84446.jpg,c1,1,Distracted,img_84446.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_47679.jpg,c1,1,Distracted,img_47679.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_56673.jpg,c6,1,Distracted,img_56673.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_102107.jpg,c1,1,Distracted,img_102107.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_84564.jpg,c3,1,Distracted,img_84564.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_53412.jpg,c4,1,Distracted,img_53412.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_101195.jpg,c6,1,Distracted,img_101195.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_90982.jpg,c5,1,Distracted,img_90982.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_12519.jpg,c1,1,Distracted,img_12519.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_76150.jpg,c3,1,Distracted,img_76150.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_45531.jpg,c5,1,Distracted,img_45531.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_64728.jpg,c5,1,Distracted,img_64728.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_81555.jpg,c6,1,Distracted,img_81555.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_19873.jpg,c5,1,Distracted,img_19873.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_52818.jpg,c2,1,Distracted,img_52818.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_68499.jpg,c9,1,Distracted,img_68499.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_50461.jpg,c8,1,Distracted,img_50461.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_47138.jpg,c1,1,Distracted,img_47138.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_88603.jpg,c6,1,Distracted,img_88603.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_20636.jpg,c6,1,Distracted,img_20636.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_70207.jpg,c8,1,Distracted,img_70207.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_90725.jpg,c1,1,Distracted,img_90725.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_40257.jpg,c4,1,Distracted,img_40257.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_43534.jpg,c2,1,Distracted,img_43534.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_79568.jpg,c6,1,Distracted,img_79568.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_72370.jpg,c5,1,Distracted,img_72370.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_13270.jpg,c3,1,Distracted,img_13270.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_70787.jpg,c0,0,Attentive,img_70787.jpg
